"","SpeciesCode","coefs.(Intercept)","coefs.log(SLMM)","confint1","confint2","confint3","confint4","rsq","se","p_val"
"1","PA.ARCA",-2.5728382262892,1.16174453702504,-10.4427884205365,-0.635710136545334,5.29711196795812,2.95919921059542,0.120693978919253,0.838057548424723,0.187357479100679
"2","MO.GRAN",-0.766884595873526,0.789496465850953,-1.81041141594648,0.591869565954691,0.276642224199427,0.987123365747215,0.483076303102074,0.0990378235328642,2.46700849557404e-11
"3","PA.INSU",-2.08365676597294,1.04172069156587,-2.68903028277837,0.924814507420062,-1.4782832491675,1.15862687571168,0.774915854690342,0.0588539713547134,3.21326047221952e-31
