"","SpeciesCode","coefs.(Intercept)","coefs.log(SLMM)","confint1","confint2","confint3","confint4","rsq","se","p_val"
"1","PA.ARCA",-2.86277052406223,1.78109756146473,-17.1527822682862,-1.48266494796085,11.4272412201618,5.04486007089032,0.089132053815318,1.52171893261521,0.261358262324548
"2","MO.GRAN",-3.0928141564456,1.85723576198877,-4.96260487166185,1.50312800414775,-1.22302344122934,2.21134351982979,0.616977054153082,0.177455911371813,8.21911671935235e-16
"3","PA.INSU",-4.07179311283811,1.99661826434883,-5.20914157696544,1.77698019744615,-2.93444464871078,2.21625633125152,0.78180627089109,0.1105721873684,7.77509751907856e-32
