"","SpeciesCode","coefs.(Intercept)","coefs.log(SLMM)","confint1","confint2","confint3","confint4","rsq","se","p_val"
"1","PA.ARCA",-0.048367822502529,0.619353024439689,-7.3608181066811,-1.05077164142611,7.26408246167604,2.28947769030549,0.0432339272131798,0.778690335628289,0.439671348418336
"2","MO.GRAN",-2.08436508530156,1.06773929613781,-3.11764347091851,0.872053281987245,-1.05108669968461,1.26342531028838,0.635486070362451,0.0980651770961673,1.50426922913156e-16
"3","PA.INSU",-1.74657187159469,0.954897572782963,-2.33485162755325,0.841292435507942,-1.15829211563613,1.06850271005798,0.753898948506699,0.0571921284043723,1.89112821725005e-29
