"","group","n","r2","pval","Slope","Slope_lowCI","Slope_highCI","Int","Int_lowCI","Int_highCI","Slope_test","Slope_test_p","Elev_test","Elev_test_p"
"19799","SC.RUBR",10,0.979655872975747,4.72258054884378e-08,0.914087233193434,0.515688225478185,1.62027253795147,-0.79792642914764,-2.17780750002468,0.581954641729401,1,0.740216235049516,NA,NA
"19800","CH.ORNA",73,0.0491017417056234,0.059554659414359,2.90097584826972,2.25573684995142,3.7307813065276,-5.04943831346982,-6.61641019449457,-3.48246643244507,1,3.10862446895044e-15,NA,NA
"19801","CA.MELA",12,0.977489261580011,1.43602862934245e-09,1.05601167887412,0.974905524664046,1.14386536716245,-0.978638765656356,-1.19440169194143,-0.762875839371278,1,0.159808455001545,NA,NA
"19802","AP.FURC",36,0.658819050881168,1.89808924133672e-09,0.751276539863341,0.6028172641725,0.936297735473488,-0.0491235730094888,-0.448127295778992,0.349880149760015,1,0.0119958585046562,NA,NA
"19803","LU.BOHA",45,0.814645462704761,0,0.878236986110836,0.776294012055733,0.993567117348407,-0.388103265463828,-0.64719167685215,-0.129014854075506,1,0.0395717216128109,NA,NA
"19804","CE.ARGU",23,0.517766651792535,0.000108792321785511,1.21238336501217,1.00298447183137,1.46549968124069,-1.05644127901305,-1.61101696349853,-0.501865594527577,1,0.0467726261543828,NA,NA
"19805","CE.UROD",39,0.29694730130081,0.00033457504117429,0.814210090468233,0.687549839622947,0.964203659452302,-0.172521444980004,-0.4657955675451,0.120752677585091,1,0.0183067624445008,NA,NA
"19806","VA.LOUT",12,0.770296946901201,0.000175115382917479,0.320690510901808,0.177480277650244,0.579458208788312,1.13321950341953,0.597886460942826,1.66855254589624,1,0.00055926975527143,NA,NA
"19807","PA.ARCA",24,0.327762116720399,0.00346010226132432,0.748104431723547,0.576014845277733,0.971607321152572,-0.200676936589754,-0.556626909273754,0.155273036094246,1,0.0307533488202767,NA,NA
"19808","MO.GRAN",66,0.629821029803624,1.77635683940025e-15,1.34992797849045,1.11355590090461,1.63647424043188,-1.61370909594725,-2.21742883034052,-1.00998936155398,1,0.00254540633675138,NA,NA
"19809","PA.INSU",29,0.824289127566288,1.06130659816017e-11,1.14735024477807,0.932393690032547,1.4118634631111,-1.13482232271963,-1.6668176507529,-0.602826994686373,1,0.186946753832131,NA,NA
"19810","CA.TERE",23,0.638888533576469,4.76485992506603e-06,0.953231239830904,0.739463411089537,1.22879615537805,-0.857398925731374,-1.42343657396132,-0.291361277501426,1,0.701754314781202,NA,NA
"19811","PT.TILE",34,0.849592680116249,1.02140518265514e-14,1.33787654487658,1.18569711871165,1.50958758445476,-1.78851643884795,-2.12166567292425,-1.45536720477166,1,2.18250198484871e-05,NA,NA
"19812","CH.VAND",63,0.292775778888963,4.68150849286531e-06,1.87374748466272,1.51352389462614,2.3197054560854,-2.45977449004584,-3.06928318503479,-1.85026579505688,1,4.82028352788433e-08,NA,NA
"19813","PS.BART",8,0.971006821431051,7.70046217102305e-06,0.976301779288312,0.851098476221256,1.11992347639186,-0.904214258005448,-1.10961786513319,-0.698810650877711,1,0.684757973639458,NA,NA
"19814","PS.DISP",10,0.808411623236061,0.000400569869559275,1.13638260576383,0.66001649393264,1.95656538670439,-1.0763581151753,-2.19355482281397,0.0408385924633821,1,0.618332357117246,NA,NA
"19815","PS.OLIV",85,0.6499101177205,0,1.06676489399485,0.924598167707941,1.23079125484414,-1.04037135428004,-1.30107243106936,-0.779670277490714,1,0.372666782786013,NA,NA
"19816","AC.NIGR",25,0.592863223925123,6.77073576382803e-06,1.15097233849996,0.922489156557792,1.43604649938135,-1.51100356103299,-2.0587125006728,-0.963294621393177,1,0.20377176256528,NA,NA
"19817","AC.OLIV",7,0.781119984115588,0.00829457411855872,0.620727341081234,0.520383636438616,0.740419961324491,-0.357499665872741,-0.609175668279659,-0.105823663465824,1,0.000814825272080433,NA,NA
"19818","CE.FLAV",34,0.0910599869893688,0.0828412823795435,1.60506021393524,1.05669018120774,2.43800721930939,-2.17520742782353,-3.41865396382223,-0.931760891824835,1,0.0266131470303446,NA,NA
"19819","CH.SORD",71,0.821956825278757,0,1.29051271950001,1.16241979050896,1.43272085763622,-1.70435515772749,-2.01802227822442,-1.39068803723056,1,5.84355618027388e-06,NA,NA
"19820","SC.FREN",50,0.50025184816295,9.358257280212e-09,1.33263860375662,0.995520544790222,1.78391662283236,-1.90759146241176,-2.86578956135151,-0.949393363472005,1,0.0535878385835555,NA,NA
"19821","SC.RUBR",10,0.835762092715564,0.000213545673206861,0.922694251114916,0.642673151698054,1.32472420668432,-0.827070499542852,-1.69881708307415,0.0446760839884424,1,0.628831073571209,NA,NA
"19822","CH.ORNA",73,0.0155491515818497,0.293200870355015,2.81988665487454,2.07237626131664,3.83702558978723,-4.87735028215926,-6.74788335790423,-3.0068172064143,1,3.1045832571408e-11,NA,NA
"19823","CA.MELA",12,0.960223750696738,2.49198208734924e-08,0.901160393499011,0.73975695201998,1.09777955123477,-0.578933562873544,-1.05264600607156,-0.105221119675528,1,0.269341448394907,NA,NA
"19824","AP.FURC",36,0.687877872686209,4.09683842406139e-10,0.678008934377169,0.556442875498691,0.826133526614532,0.130352964110982,-0.192724287226026,0.45343021544799,1,0.00026373219912923,NA,NA
"19825","LU.BOHA",45,0.891743116989117,0,0.8985449516814,0.822391890911216,0.981749746215936,-0.414505158035781,-0.601091443503165,-0.227918872568398,1,0.0189951048108407,NA,NA
"19826","CE.ARGU",23,0.75650893004832,7.0539350360832e-08,0.861608079646584,0.655207876342924,1.13302740964569,-0.213387820562518,-0.775268685181473,0.348493044056436,1,0.274823472411146,NA,NA
"19827","CE.UROD",39,0.858136950050744,0,0.832108656124211,0.69651805250743,0.994094572429556,-0.206651802320943,-0.526923603287578,0.113619998645693,1,0.0431301138107353,NA,NA
"19828","VA.LOUT",12,0.937200090459314,2.469345838918e-07,0.980089619798322,0.875492821713484,1.09718279694905,-0.588148848146859,-0.862242449630307,-0.314055246663411,1,0.700249570756964,NA,NA
"19829","PA.ARCA",24,0.337146723468511,0.00293049783274846,0.593787159032678,0.441626827554209,0.798373577494723,0.0918735109814151,-0.230152344267029,0.413899366229859,1,0.00107157973559602,NA,NA
"19830","MO.GRAN",66,0.607139667795943,1.31006316905768e-14,1.17482757898336,0.9631713562437,1.43299510662637,-1.21876464226787,-1.75524398835678,-0.682285296178957,1,0.110856346500839,NA,NA
"19831","PA.INSU",29,0.772832232539947,3.50406814675353e-10,1.19519424021972,0.895475531761975,1.59522982056656,-1.26521236048319,-2.06528326430481,-0.46514145666157,1,0.219725054614253,NA,NA
"19832","CA.TERE",23,0.530750575993774,8.08205201048295e-05,1.15474514922939,0.830310023880322,1.60594997208055,-1.33727393461887,-2.24308708603747,-0.431460783200269,1,0.381455955433538,NA,NA
"19833","PT.TILE",34,0.871648676330077,8.88178419700125e-16,1.51732620030008,1.33972288477314,1.71847389059635,-2.17553149427878,-2.56585161611001,-1.78521137244756,1,6.15524193836592e-08,NA,NA
"19834","CH.VAND",63,0.622697856340383,1.55431223447522e-14,2.05787312677082,1.7436714738209,2.42869248563534,-2.75182332376742,-3.27432624366185,-2.22932040387299,1,1.52544643583497e-13,NA,NA
"19835","PS.BART",8,0.91258508094656,0.000215965338212332,0.991570152040806,0.780249397798622,1.26012447967565,-0.9383313477057,-1.33325636686678,-0.543406328544623,1,0.934564587607947,NA,NA
"19836","PS.DISP",10,0.889058833265339,4.33984513643626e-05,1.66100366688636,0.999253830904179,2.76099334932095,-2.0055339653716,-3.52608617489122,-0.484981755851987,1,0.0502875310785487,NA,NA
