pk_SpecimenID,RT.OldID,SiteName,SpeciesCode,SciName,Guild,FishLevel,CollNotes,Weight (g),TL,FL,SL,GapeHeight,GapeWidth,log2biomass,PreySizeInStomach,SizeClass,StomachContents,DissNotes
1402,KIF11_035,9,CE.UROD,Cephalopholis urodeta,Pi,HP.MF,,125.20,189.0,NA,155.0,39.0,46.0,6.968,,64 - 128 g,unidentified pschmootz,sat out on ice for 36 hours before dissection
1424,KIF11_057,9,CE.UROD,Cephalopholis urodeta,Pi,HP.MF,,109.70,181.0,NA,151.0,35.5,40.5,6.777,,64 - 128 g,UI'd goo,
1426,KIF11_059,9,CE.UROD,Cephalopholis urodeta,Pi,HP.MF,,141.70,198.0,NA,165.0,38.0,44.0,7.147,,128 - 256 g,digested small parts >10mm,
1428,KIF11_061,9,CE.UROD,Cephalopholis urodeta,Pi,HP.MF,,65.00,156.0,NA,128.0,33.2,36.2,6.022,,64 - 128 g,fish matter min. TL 18mm,
1429,KIF11_062,9,CE.UROD,Cephalopholis urodeta,Pi,HP.MF,,148.80,203.0,NA,164.0,36.7,42.0,7.217,,128 - 256 g,UI'd goo; regurgitated large crab claw,
1480,KIF11_113,27,CE.UROD,Cephalopholis urodeta,Pi,HP.HF,,97.60,180.0,NA,148.0,33.0,37.5,6.609,,64 - 128 g,unidentifiable fish tissue,
1481,KIF11_114,27,CE.UROD,Cephalopholis urodeta,Pi,HP.HF,,116.20,183.0,NA,153.0,33.3,38.6,6.860,,64 - 128 g,digested fish (18mm length),
1483,KIF11_116,27,CE.UROD,Cephalopholis urodeta,Pi,HP.HF,,64.90,160.0,NA,132.0,30.5,30.5,6.020,,64 - 128 g,unidentifiable fish ,
1528,KIF11_161,27,CE.UROD,Cephalopholis urodeta,Pi,HP.HF,,168.50,206.0,NA,170.0,42.4,47.2,7.397,,128 - 256 g,,
1579,KIF11_212,15,CE.UROD,Cephalopholis urodeta,Pi,LP.LF,,98.00,176.0,NA,145.0,39.5,37.6,6.615,80mm,64 - 128 g,freshly caught caesionid in mouth; 8cm total length; digesting remains of fish in gut >46mm TL,
1584,KIF11_217,10,CE.UROD,Cephalopholis urodeta,Pi,LP.LF,,90.10,170.0,NA,142.0,37.6,36.0,6.493,,64 - 128 g,MT,
1585,KIF11_218,10,CE.UROD,Cephalopholis urodeta,Pi,LP.LF,,145.90,195.0,NA,159.0,39.0,39.0,7.189,,128 - 256 g,MT,
1586,KIF11_219,10,CE.UROD,Cephalopholis urodeta,Pi,LP.LF,,108.80,181.0,NA,148.0,39.2,39.0,6.766,,64 - 128 g,MT,
1587,KIF11_220,10,CE.UROD,Cephalopholis urodeta,Pi,LP.LF,,91.60,167.0,NA,138.0,39.5,39.2,6.517,,64 - 128 g,digesting fish matter,
1613,KIF11_246,40,CE.UROD,Cephalopholis urodeta,Pi,HP.MF,,169.00,208.0,NA,168.0,47.0,48.4,7.401,,128 - 256 g,empty,
1614,KIF11_247,40,CE.UROD,Cephalopholis urodeta,Pi,HP.MF,,85.90,166.0,NA,134.0,34.6,35.8,6.425,>16mm,64 - 128 g,fish,
1619,KIF11_252,15,CE.UROD,Cephalopholis urodeta,Pi,LP.LF,,62.50,157.0,NA,131.0,38.7,35.4,5.966,,32 - 64 g,snot,
1638,KIF11_271,15,CE.UROD,Cephalopholis urodeta,Pi,LP.LF,,55.10,144.0,NA,116.0,30.3,30.0,5.784,,32 - 64 g,snot,
1639,KIF11_272,15,CE.UROD,Cephalopholis urodeta,Pi,LP.LF,,64.50,157.0,NA,131.0,39.8,40.5,6.011,>22mm,64 - 128 g,baby lizardfish,
1641,KIF11_274,15,CE.UROD,Cephalopholis urodeta,Pi,LP.LF,,73.90,160.0,NA,131.0,38.1,36.0,6.208,,64 - 128 g,snot,
1644,KIF11_277,15,CE.UROD,Cephalopholis urodeta,Pi,LP.LF,,57.50,142.0,NA,115.0,36.5,34.4,5.845,>23mm,32 - 64 g,digesting fish,
1793,KIF11_330,10,CE.UROD,Cephalopholis urodeta,Pi,LP.LF,,31.40,123.6,NA,102.0,10.2,9.0,4.973,,16 - 32 g,empty,1 otolith broken
1794,KIF11_331,10,CE.UROD,Cephalopholis urodeta,Pi,LP.LF,,64.80,151.7,NA,122.7,20.0,14.5,6.018,,64 - 128 g,empyy,
1795,KIF11_332,10,CE.UROD,Cephalopholis urodeta,Pi,LP.LF,,91.80,159.2,NA,130.0,19.8,17.3,6.520,,64 - 128 g,small crustaceans <1mm,1 otolith broken
1796,KIF11_333,10,CE.UROD,Cephalopholis urodeta,Pi,LP.LF,,94.50,165.4,NA,143.8,20.9,18.8,6.562,,64 - 128 g,empty,
1797,KIF11_334,10,CE.UROD,Cephalopholis urodeta,Pi,LP.LF,,46.20,137.1,NA,110.4,18.9,11.2,5.530,,32 - 64 g,empty,1 otolith broken
1798,KIF11_335,10,CE.UROD,Cephalopholis urodeta,Pi,LP.LF,,27.10,114.9,NA,94.1,11.8,9.5,4.760,,16 - 32 g,small crustaceans <1mm,
1801,KIF11_338,33,CE.UROD,Cephalopholis urodeta,Pi,HP.MF,,20.30,100.7,NA,82.8,11.9,10.0,4.343,,16 - 32 g,empty,
1802,KIF11_339,33,CE.UROD,Cephalopholis urodeta,Pi,HP.MF,,56.80,145.0,NA,119.4,19.5,17.9,5.828,,32 - 64 g,empty,1 otolith broken
1864,KIF11_497,35,CE.UROD,Cephalopholis urodeta,Pi,HP.LF,,77.50,157.2,NA,128.7,30.6,30.0,6.276,,64 - 128 g,empty,
1942,KIF11_575,8,CE.UROD,Cephalopholis urodeta,Pi,HP.LF,,79.10,154.6,NA,129.0,33.0,29.8,6.306,,64 - 128 g,?,no fork
1943,KIF11_576,8,CE.UROD,Cephalopholis urodeta,Pi,HP.LF,,127.30,187.0,NA,153.0,36.1,33.0,6.992,,64 - 128 g,small fish,
2387,KIF12.093,40,CE.UROD,Cephalopholis urodeta,Pi,HP.MF,,154.00,217.0,NA,178.0,37.9,43.7,7.267,NA,128 - 256 g,itsy bitsy crab larvae,
2401,KIF12.107,3,CE.UROD,Cephalopholis urodeta,Pi,LP.MF,,97.50,182.0,NA,148.0,40.6,44.6,6.607,NA,64 - 128 g,crustacean,
2408,KIF12.114,2,CE.UROD,Cephalopholis urodeta,Pi,LP.MF,,58.60,155.3,NA,127.6,37.6,36.9,5.873,NA,32 - 64 g,empty gut,
2410,KIF12.116,2,CE.UROD,Cephalopholis urodeta,Pi,LP.MF,,91.30,177.0,NA,144.3,41.3,40.7,6.513,NA,64 - 128 g,empty gut,
2412,KIF12.118,2,CE.UROD,Cephalopholis urodeta,Pi,LP.MF,,83.00,171.2,NA,137.3,38.5,37.4,6.375,NA,64 - 128 g,empty gut,
2416,KIF12.122,40,CE.UROD,Cephalopholis urodeta,Pi,HP.MF,,15.30,101.9,NA,83.2,25.9,25.6,3.935,NA,8 - 16 g,empty stomach,
2472,KIF12.178,30,CE.UROD,Cephalopholis urodeta,Pi,HP.HF,,59.00,154.0,NA,129.0,31.7,29.6,5.883,18.7mm,32 - 64 g,"one massive scale, nothing else; see photo",
2553,KIF12.259,15,CE.UROD,Cephalopholis urodeta,Pi,LP.LF,,111.60,188.0,NA,155.0,43.7,11.7,6.802,,64 - 128 g,"crab (13mm), fish (48mm) - see photo",
2637,KIF12.343,30,CE.UROD,Cephalopholis urodeta,Pi,HP.HF,,168.10,218.0,NA,176.0,46.8,50.3,7.393,,128 - 256 g,white slime,
2639,KIF12.345,30,CE.UROD,Cephalopholis urodeta,Pi,HP.HF,,13.90,98.2,NA,79.8,21.2,26.4,3.797,,8 - 16 g,"unID'd stuff, white goo",
2655,KIF12.361,24,CE.UROD,Cephalopholis urodeta,Pi,LP.MF,,151.10,202.0,NA,167.0,47.4,48.0,7.239,,128 - 256 g,,
2300,KIF12.006,30,CH.AURI,Chaetodon auriga,C,HP.HF,,48.70,130.1,NA,108.0,8.0,5.6,5.606,NA,32 - 64 g,,
2311,KIF12.017,30,CH.AURI,Chaetodon auriga,C,HP.HF,,85.90,162.0,NA,138.1,10.4,7.6,6.425,NA,64 - 128 g,seriously foul gritty goo,
2312,KIF12.018,30,CH.AURI,Chaetodon auriga,C,HP.HF,,87.00,155.0,NA,126.0,9.4,7.7,6.443,NA,64 - 128 g,,
2318,KIF12.24,30,CH.AURI,Chaetodon auriga,C,HP.HF,,77.00,144.7,NA,122.3,8.8,10.0,6.267,NA,64 - 128 g,,
2320,KIF12.26,30,CH.AURI,Chaetodon auriga,C,HP.HF,,28.70,105.7,NA,87.0,6.6,5.7,4.843,NA,16 - 32 g,yellow schmutz,
2321,KIF12.27,30,CH.AURI,Chaetodon auriga,C,HP.HF,,95.60,155.9,NA,144.6,8.0,7.2,6.579,NA,64 - 128 g,goop & white chunks,
2329,KIF12.35,9,CH.AURI,Chaetodon auriga,C,HP.MF,,107.80,165.3,NA,136.1,9.0,9.0,6.752,NA,64 - 128 g,cnidarian yellow goo,
2334,KIF12.40,9,CH.AURI,Chaetodon auriga,C,HP.MF,,104.90,160.2,NA,133.2,11.2,9.0,6.713,NA,64 - 128 g,orange and yellow gobs ,
2336,KIF12.42,9,CH.AURI,Chaetodon auriga,C,HP.MF,,64.10,137.5,NA,112.1,8.5,6.4,6.002,NA,64 - 128 g,yellow/brown goo,
2337,KIF12.43,9,CH.AURI,Chaetodon auriga,C,HP.MF,,58.30,133.5,NA,117.6,7.3,6.3,5.865,NA,32 - 64 g,"orange, white, green goop",
2338,KIF12.44,9,CH.AURI,Chaetodon auriga,C,HP.MF,,106.40,160.4,NA,132.2,11.0,8.0,6.733,NA,64 - 128 g,typical chaetodon guts,
2356,KIF12.062,25,CH.AURI,Chaetodon auriga,C,LP.MF,,98.30,165.0,NA,140.8,8.9,8.6,6.619,NA,64 - 128 g,brown goop,These gape sizes seem totally off (likely measured incorrectly by AB)
2381,KIF12.087,24,CH.AURI,Chaetodon auriga,C,LP.MF,,96.10,163.0,NA,136.7,13.4,10.1,6.586,NA,64 - 128 g,green and yellow snot,
2383,KIF12.089,24,CH.AURI,Chaetodon auriga,C,LP.MF,,58.00,132.2,NA,110.8,11.4,8.0,5.858,NA,32 - 64 g,"green, yellow & white snot",
2389,KIF12.095,40,CH.AURI,Chaetodon auriga,C,HP.MF,,69.80,152.2,NA,125.0,11.2,8.0,6.125,NA,64 - 128 g,,
2391,KIF12.097,40,CH.AURI,Chaetodon auriga,C,HP.MF,,76.20,147.0,NA,122.0,9.1,7.6,6.252,NA,64 - 128 g,gook,
2398,KIF12.104,3,CH.AURI,Chaetodon auriga,C,LP.MF,,80.10,146.6,NA,122.9,11.3,8.8,6.324,NA,64 - 128 g,usual suspects,
2409,KIF12.115,2,CH.AURI,Chaetodon auriga,C,LP.MF,,87.10,167.0,NA,136.1,10.0,10.3,6.445,NA,64 - 128 g,gut shot,
2433,KIF12.139,25,CH.AURI,Chaetodon auriga,C,LP.MF,,92.00,155.2,NA,134.2,9.3,10.2,6.524,NA,64 - 128 g,"yellow, brown, green chunks (of coral?)",
2436,KIF12.142,8,CH.AURI,Chaetodon auriga,C,HP.LF,,120.90,164.0,NA,137.8,11.8,8.3,6.918,NA,64 - 128 g,yellow/white shite (coral),OTOLITH DESTROYED
2437,KIF12.143,8,CH.AURI,Chaetodon auriga,C,HP.LF,,175.40,138.6,NA,116.3,11.3,7.7,7.455,NA,128 - 256 g,,
2438,KIF12.144,8,CH.AURI,Chaetodon auriga,C,HP.LF,,86.70,147.4,NA,123.1,11.4,9.4,6.438,NA,64 - 128 g,yellowish-brown goop,
2440,KIF12.146,8,CH.AURI,Chaetodon auriga,C,HP.LF,,39.60,112.6,NA,93.3,9.3,7.3,5.307,NA,32 - 64 g,yellow brown goop,head shot - no otoliths
2441,KIF12.147,6,CH.AURI,Chaetodon auriga,C,HP.LF,,72.00,143.0,NA,120.0,12.3,9.2,6.170,NA,64 - 128 g,brown-green chunkies,
2442,KIF12.148,6,CH.AURI,Chaetodon auriga,C,HP.LF,,77.70,145.3,NA,121.5,10.3,8.8,6.280,NA,64 - 128 g,yellowish/brown goop,1 otolish is in 2 pieces
2454,KIF12.160,6,CH.AURI,Chaetodon auriga,C,HP.LF,,89.00,155.7,NA,132.5,10.4,10.3,6.476,NA,64 - 128 g,brown yellow green goop,
2456,KIF12.162,40,CH.AURI,Chaetodon auriga,C,HP.MF,,80.30,159.5,NA,135.3,12.3,10.2,6.327,,64 - 128 g,yellowish brown green goop,
2458,KIF12.164,40,CH.AURI,Chaetodon auriga,C,HP.MF,,89.00,155.4,NA,128.9,11.3,10.8,6.476,,64 - 128 g,yellow-brown goop,
2461,KIF12.167,40,CH.AURI,Chaetodon auriga,C,HP.MF,,66.30,137.7,NA,115.2,9.7,8.0,6.051,,64 - 128 g,greeny-yellow-brown goop ,
2462,KIF12.168,40,CH.AURI,Chaetodon auriga,C,HP.MF,,94.80,153.3,NA,129.6,8.9,7.7,6.567,,64 - 128 g,yellow & red bits,
2464,KIF12.170,40,CH.AURI,Chaetodon auriga,C,HP.MF,,34.30,114.2,NA,95.1,7.5,6.6,5.100,,32 - 64 g,yellow-brown goop,
2511,KIF12.217,6,CH.AURI,Chaetodon auriga,C,HP.LF,,89.30,163.0,NA,137.2,13.7,10.1,6.481,,64 - 128 g,yellow goop,
2512,KIF12.218,6,CH.AURI,Chaetodon auriga,C,HP.LF,,77.80,156.5,NA,128.6,11.0,10.0,6.282,,64 - 128 g,gutshot,
2522,KIF12.228,6,CH.AURI,Chaetodon auriga,C,HP.LF,,87.00,154.5,NA,125.4,9.0,7.2,6.443,,64 - 128 g,green/yellow mush,
2603,KIF12.309,38,CH.AURI,Chaetodon auriga,C,LP.MF,,64.30,148.1,NA,153.2,13.7,9.0,6.007,,64 - 128 g,butterfly fish gut contents,
2604,KIF12.310,38,CH.AURI,Chaetodon auriga,C,LP.MF,,112.50,168.0,NA,143.3,13.5,10.2,6.814,,64 - 128 g,butterfly fish gut contents,
2628,KIF12.334,30,CH.AURI,Chaetodon auriga,C,HP.HF,,63.00,143.2,NA,119.9,9.4,8.5,5.977,,32 - 64 g,yellow-brown snot,
2629,KIF12.335,30,CH.AURI,Chaetodon auriga,C,HP.HF,,62.10,139.5,NA,112.5,10.6,9.5,5.957,,32 - 64 g,coral polyp goop,
2630,KIF12.336,30,CH.AURI,Chaetodon auriga,C,HP.HF,,89.40,155.4,NA,128.2,11.2,9.4,6.482,,64 - 128 g,,
2631,KIF12.337,30,CH.AURI,Chaetodon auriga,C,HP.HF,,42.90,125.8,NA,116.0,9.9,7.4,5.423,,32 - 64 g,yellow goop,
2632,KIF12.338,30,CH.AURI,Chaetodon auriga,C,HP.HF,,77.40,140.5,NA,122.2,8.4,6.3,6.274,,64 - 128 g,orange CH. Goop,
2633,KIF12.339,30,CH.AURI,Chaetodon auriga,C,HP.HF,,62.00,129.1,NA,110.9,8.6,7.7,5.954,,32 - 64 g,CH.goop,
2635,KIF12.341,30,CH.AURI,Chaetodon auriga,C,HP.HF,,21.40,98.0,NA,80.7,7.8,6.4,4.420,,16 - 32 g,mushed up crustaceans,
2654,KIF12.360,24,CH.AURI,Chaetodon auriga,C,LP.MF,,65.00,142.9,NA,118.3,10.0,9.9,6.022,,64 - 128 g,gut shot,
2656,KIF12.362,38,CH.AURI,Chaetodon auriga,C,LP.MF,,87.80,152.0,NA,126.0,13.5,9.6,6.456,,64 - 128 g,chaetodon shit,
2659,KIF12.365,15,CH.AURI,Chaetodon auriga,C,LP.LF,,95.70,159.0,NA,132.0,13.3,11.8,6.580,,64 - 128 g,,
2660,KIF12.366,15,CH.AURI,Chaetodon auriga,C,LP.LF,,98.00,158.0,NA,132.9,10.3,10.8,6.615,,64 - 128 g,green-brown chaetodon shit,
2661,KIF12.367,15,CH.AURI,Chaetodon auriga,BI,LP.LF,,96.00,157.0,NA,133.0,14.6,12.1,6.585,,64 - 128 g,chaetodon shit,
2319,KIF12.25,30,CH.MEYE,Chaetodon meyeri,BI,HP.HF,,112.00,154.0,0.0,128.0,12.9,13.0,6.807,NA,64 - 128 g,,
2439,KIF12.145,8,CH.MEYE,Chaetodon meyeri,BI,HP.LF,,76.00,119.6,0.0,96.5,13.9,15.1,6.248,NA,64 - 128 g,yellow brown goop,
2295,KIF12.001,30,CH.ORNA,Chaetodon ornatissimus,C,HP.HF,,132.30,152.5,0.0,126.3,13.2,10.5,7.048,NA,128 - 256 g,,the first two really were the exact same weight
2296,KIF12.002,30,CH.ORNA,Chaetodon ornatissimus,C,HP.HF,,132.30,166.0,0.0,145.1,9.2,13.4,7.048,NA,128 - 256 g,,the first two really were the exact same weight
2297,KIF12.003,30,CH.ORNA,Chaetodon ornatissimus,C,HP.HF,,141.00,170.0,0.0,140.0,12.3,13.2,7.140,NA,128 - 256 g,,
2298,KIF12.004,30,CH.ORNA,Chaetodon ornatissimus,C,HP.HF,,124.60,162.0,0.0,134.6,13.0,12.4,6.961,NA,64 - 128 g,,
2299,KIF12.005,30,CH.ORNA,Chaetodon ornatissimus,C,HP.HF,,129.20,159.2,0.0,138.8,9.9,10.7,7.013,NA,128 - 256 g,,
2306,KIF12.012,27,CH.ORNA,Chaetodon ornatissimus,C,HP.HF,,132.00,176.0,0.0,152.0,7.1,6.2,7.044,NA,128 - 256 g,,
2307,KIF12.013,27,CH.ORNA,Chaetodon ornatissimus,C,HP.HF,,158.50,186.5,0.0,163.4,7.9,9.1,7.308,NA,128 - 256 g,,
2308,KIF12.014,27,CH.ORNA,Chaetodon ornatissimus,C,HP.HF,,122.50,168.0,0.0,140.4,11.4,7.8,6.937,NA,64 - 128 g,,
2310,KIF12.016,27,CH.ORNA,Chaetodon ornatissimus,C,HP.HF,,133.00,170.0,0.0,141.0,7.3,7.6,7.055,NA,128 - 256 g,,
2313,KIF12.019,30,CH.ORNA,Chaetodon ornatissimus,C,HP.HF,,116.00,155.0,0.0,127.0,11.8,9.5,6.858,NA,64 - 128 g,,
2314,KIF12.20,30,CH.ORNA,Chaetodon ornatissimus,C,HP.HF,,131.00,162.0,0.0,133.0,15.1,12.4,7.033,NA,128 - 256 g,shot in gut,
2315,KIF12.21,30,CH.ORNA,Chaetodon ornatissimus,C,HP.HF,,131.00,161.0,0.0,135.0,12.0,12.8,7.033,NA,128 - 256 g,"goop, disgusting",
2316,KIF12.22,30,CH.ORNA,Chaetodon ornatissimus,C,HP.HF,,128.60,165.5,0.0,137.4,13.4,13.0,7.007,NA,128 - 256 g,green,
2317,KIF12.23,30,CH.ORNA,Chaetodon ornatissimus,C,HP.HF,,120.10,155.8,0.0,137.1,10.5,9.7,6.908,NA,64 - 128 g,goop,
2322,KIF12.28,30,CH.ORNA,Chaetodon ornatissimus,C,HP.HF,,116.00,160.0,0.0,135.0,11.9,12.4,6.858,NA,64 - 128 g,,
2327,KIF12.33,9,CH.ORNA,Chaetodon ornatissimus,C,HP.MF,,53.90,123.2,0.0,101.2,9.3,7.6,5.752,NA,32 - 64 g,,
2328,KIF12.34,9,CH.ORNA,Chaetodon ornatissimus,C,HP.MF,,69.00,133.0,0.0,110.0,10.0,9.0,6.109,NA,64 - 128 g,,
2330,KIF12.36,9,CH.ORNA,Chaetodon ornatissimus,C,HP.MF,,42.00,110.0,0.0,89.0,9.5,8.9,5.392,NA,32 - 64 g,,
2331,KIF12.37,9,CH.ORNA,Chaetodon ornatissimus,C,HP.MF,,38.70,113.7,0.0,93.0,10.0,7.1,5.274,NA,32 - 64 g,gut shot out with speargun,
2332,KIF12.38,9,CH.ORNA,Chaetodon ornatissimus,C,HP.MF,,142.30,165.0,0.0,134.8,15.1,12.5,7.153,NA,128 - 256 g,yellow slime in gut (pieces of coral),
2333,KIF12.39,9,CH.ORNA,Chaetodon ornatissimus,C,HP.MF,,58.00,123.0,0.0,110.0,9.1,9.8,5.858,NA,32 - 64 g,yellow goop,
2335,KIF12.41,9,CH.ORNA,Chaetodon ornatissimus,C,HP.MF,,116.00,156.0,0.0,131.0,12.0,11.9,6.858,NA,64 - 128 g,yellow/brown goo,gravid female
2346,KIF12.52,25,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,110.00,151.0,0.0,129.0,12.0,12.7,6.781,NA,64 - 128 g,brown cnidarian goop,
2347,KIF12.53,25,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,133.00,162.0,0.0,134.2,14.6,12.6,7.055,NA,128 - 256 g,brown cnidarian goop,
2348,KIF12.54,25,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,127.00,158.0,0.0,133.0,13.0,13.0,6.989,NA,64 - 128 g,yellow brown goop,
2349,KIF12.55,25,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,133.30,158.6,0.0,135.1,9.9,11.6,7.059,NA,128 - 256 g,goopy,
2350,KIF12.56,25,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,132.50,165.0,0.0,136.0,15.6,13.0,7.050,NA,128 - 256 g,,
2351,KIF12.57,25,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,157.00,166.0,0.0,141.0,15.4,17.0,7.295,NA,128 - 256 g,,
2352,KIF12.58,25,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,129.10,162.0,0.0,135.8,17.0,13.4,7.012,NA,128 - 256 g,brownish yellow snot,
2353,KIF12.59,25,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,150.00,171.0,0.0,139.0,15.0,17.2,7.229,NA,128 - 256 g,,
2354,KIF12.60,25,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,127.60,156.3,0.0,129.6,11.3,11.5,6.995,NA,64 - 128 g,green goop,
2355,KIF12.061,25,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,141.50,171.0,0.0,138.2,14.2,11.0,7.145,NA,128 - 256 g,,Weight may be light as it was done after samples taken out
2357,KIF12.063,25,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,138.00,167.0,0.0,135.0,16.3,13.5,7.109,NA,128 - 256 g,brown goop,
2358,KIF12.064,25,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,146.50,169.0,0.0,141.0,15.2,15.7,7.195,NA,128 - 256 g,,
2359,KIF12.065,25,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,132.50,162.0,0.0,138.0,14.0,12.1,7.050,NA,128 - 256 g,,
2366,KIF12.072,8,CH.ORNA,Chaetodon ornatissimus,C,HP.LF,,127.70,159.0,0.0,132.5,15.0,15.0,6.997,NA,64 - 128 g,,
2367,KIF12.073,8,CH.ORNA,Chaetodon ornatissimus,C,HP.LF,,136.10,164.0,0.0,132.1,15.6,12.4,7.089,NA,128 - 256 g,yellow green goo,
2368,KIF12.074,8,CH.ORNA,Chaetodon ornatissimus,C,HP.LF,,141.50,163.0,0.0,136.0,15.1,14.8,7.145,NA,128 - 256 g,,
2369,KIF12.075,8,CH.ORNA,Chaetodon ornatissimus,C,HP.LF,,134.90,154.0,0.0,129.7,11.8,10.2,7.076,NA,128 - 256 g,,
2370,KIF12.076,8,CH.ORNA,Chaetodon ornatissimus,C,HP.LF,,42.00,113.0,0.0,96.2,12.8,12.0,5.392,NA,32 - 64 g,,
2371,KIF12.077,8,CH.ORNA,Chaetodon ornatissimus,C,HP.LF,,157.20,173.0,0.0,142.2,16.1,12.2,7.296,NA,128 - 256 g,yellow green goo,
2372,KIF12.078,8,CH.ORNA,Chaetodon ornatissimus,C,HP.LF,,48.70,113.2,0.0,94.1,9.4,10.6,5.606,NA,32 - 64 g,green goop,
2373,KIF12.079,8,CH.ORNA,Chaetodon ornatissimus,C,HP.LF,,151.80,162.3,0.0,139.8,10.7,9.9,7.246,NA,128 - 256 g,big white chunks and goo,
2374,KIF12.080,2,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,159.00,181.0,0.0,147.2,16.6,16.7,7.313,NA,128 - 256 g,,
2375,KIF12.081,2,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,150.00,168.0,0.0,140.0,17.0,17.4,7.229,NA,128 - 256 g,,
2377,KIF12.083,2,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,62.60,124.3,0.0,101.3,11.7,9.9,5.968,NA,32 - 64 g,,
2378,KIF12.084,2,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,95.00,140.5,0.0,118.3,14.0,14.6,6.570,NA,64 - 128 g,,
2390,KIF12.096,40,CH.ORNA,Chaetodon ornatissimus,C,HP.MF,,115.80,155.7,0.0,130.5,14.9,11.9,6.855,NA,64 - 128 g,,
2392,KIF12.098,40,CH.ORNA,Chaetodon ornatissimus,C,HP.MF,,108.00,147.7,0.0,124.0,15.0,14.4,6.755,NA,64 - 128 g,,
2457,KIF12.163,40,CH.ORNA,Chaetodon ornatissimus,C,HP.MF,,102.00,150.1,0.0,125.3,15.3,13.0,6.672,,64 - 128 g,brownish goop,
2459,KIF12.165,40,CH.ORNA,Chaetodon ornatissimus,C,HP.MF,,138.00,154.6,0.0,130.9,13.6,11.3,7.109,,128 - 256 g,black lumps; goo,
2541,KIF12.247,15,CH.ORNA,Chaetodon ornatissimus,C,LP.LF,,173.10,167.0,0.0,141.0,17.5,14.3,7.435,,128 - 256 g,green/yellow goop,
2551,KIF12.257,15,CH.ORNA,Chaetodon ornatissimus,C,LP.LF,,75.00,132.5,0.0,109.5,12.3,13.2,6.229,,64 - 128 g,yellow-brown snot,
2552,KIF12.258,15,CH.ORNA,Chaetodon ornatissimus,C,LP.LF,,124.50,159.0,0.0,130.3,13.7,11.7,6.960,,64 - 128 g,yellow & green goop,otoliths in halves
2555,KIF12.261,15,CH.ORNA,Chaetodon ornatissimus,C,LP.LF,,77.00,131.7,0.0,105.1,13.3,10.8,6.267,,64 - 128 g,yellow-greenish stuff,
2556,KIF12.262,15,CH.ORNA,Chaetodon ornatissimus,C,LP.LF,,106.70,146.1,0.0,117.8,14.2,11.9,6.737,,64 - 128 g,green goop,
2557,KIF12.263,15,CH.ORNA,Chaetodon ornatissimus,C,LP.LF,,117.80,157.0,0.0,128.0,11.4,12.8,6.880,,64 - 128 g,,
2609,KIF12.315,15,CH.ORNA,Chaetodon ornatissimus,C,LP.LF,,77.00,141.0,0.0,118.8,14.0,12.4,6.267,,64 - 128 g,brownish-green snot,
2611,KIF12.317,15,CH.ORNA,Chaetodon ornatissimus,C,LP.LF,,39.00,114.8,0.0,96.0,12.7,13.5,5.285,,32 - 64 g,,
2622,KIF12.328,15,CH.ORNA,Chaetodon ornatissimus,C,LP.LF,,121.00,151.0,0.0,127.0,14.2,12.4,6.919,,64 - 128 g,yellow snot,
2638,KIF12.344,8,CH.ORNA,Chaetodon ornatissimus,C,HP.LF,,117.00,151.7,0.0,125.8,14.8,12.2,6.870,,64 - 128 g,yellow snot,
2640,KIF12.346,8,CH.ORNA,Chaetodon ornatissimus,C,HP.LF,,128.00,162.0,0.0,138.0,13.6,12.3,7.000,,64 - 128 g,,
2641,KIF12.347,8,CH.ORNA,Chaetodon ornatissimus,C,HP.LF,,137.80,159.5,0.0,136.3,16.7,12.9,7.106,,128 - 256 g,CH. Shit,
2642,KIF12.348,25,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,138.00,161.0,0.0,131.3,16.2,17.1,7.109,,128 - 256 g,empty gut,
2643,KIF12.349,25,CH.ORNA,Chaetodon ornatissimus,C,LP.MF,,135.10,164.0,0.0,137.0,13.5,14.4,7.078,,128 - 256 g,CH. Shit,
1394,KIF11_027,35,CH.SORD,Chlorurus sordidus,He,HP.LF,,736.80,310.0,307.0,254.0,25.5,22.3,9.525,,512 - 1024 g,,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018"
1397,KIF11_030,9,CH.SORD,Chlorurus sordidus,He,HP.MF,,467.40,282.0,277.0,240.0,32.5,21.0,8.869,,256 - 512 g,unidentifiable grit,sat out on ice for 36 hours before dissection
