pk_SpecimenID,RT.OldID,SiteName,SpeciesCode,SciName,Guild,FishLevel,CollNotes,Weight (g),TL,FL,SL,GapeHeight,GapeWidth,log2biomass,PreySizeInStomach,SizeClass,StomachContents,DissNotes
1408,KIF11_041,8,CH.SORD,Chlorurus sordidus,He,HP.LF,,56.40,145.0,0.0,117.0,12.7,9.0,5.818,,32 - 64 g,"typical parrotfish gut content; highly reticulated intestines, difficult to see stomach",
1409,KIF11_042,6,CH.SORD,Chlorurus sordidus,He,HP.LF,,720.80,320.0,0.0,277.0,26.1,24.2,9.493,,512 - 1024 g,"typical parrotfish gut content; highly reticulated intestines, difficult to see stomach",
1412,KIF11_045,6,CH.SORD,Chlorurus sordidus,He,HP.LF,,333.80,245.0,0.0,220.0,24.3,18.6,8.383,,256 - 512 g,parrotfish goop,
1430,KIF11_063,30,CH.SORD,Chlorurus sordidus,He,HP.HF,,850.30,335.0,330.0,275.0,36.7,28.0,9.732,,512 - 1024 g,typical parrotfish gut,
1438,KIF11_071,30,CH.SORD,Chlorurus sordidus,He,HP.HF,,480.30,290.0,0.0,238.0,21.0,21.6,8.908,,256 - 512 g,typical parrotfish.,
1457,KIF11_090,25,CH.SORD,Chlorurus sordidus,He,LP.MF,,209.40,209.0,0.0,168.0,19.1,14.8,7.710,,128 - 256 g,typical parrotfish goo,
1460,KIF11_093,25,CH.SORD,Chlorurus sordidus,He,LP.MF,,830.00,345.0,0.0,290.0,40.2,29.5,9.697,,512 - 1024 g,typical parrotfish goo,
1462,KIF11_095,35,CH.SORD,Chlorurus sordidus,He,HP.LF,,116.00,181.0,0.0,146.0,16.6,11.7,6.858,,64 - 128 g,typical parrotfish goop,
1463,KIF11_096,35,CH.SORD,Chlorurus sordidus,He,HP.LF,,458.50,263.0,0.0,235.0,27.6,23.4,8.841,,256 - 512 g,typical parrotfish goop,
1465,KIF11_098,35,CH.SORD,Chlorurus sordidus,He,HP.LF,,820.30,326.0,320.0,268.0,38.0,26.8,9.680,,512 - 1024 g,typical parrotfish goop w/ red granules,
1476,KIF11_109,19,CH.SORD,Chlorurus sordidus,He,LP.LF,,594.10,302.0,276.0,0.0,30.6,23.4,9.215,,512 - 1024 g,crustacean crumbs,
1497,KIF11_130,9,CH.SORD,Chlorurus sordidus,He,HP.MF,,692.00,315.0,308.0,258.0,42.8,28.0,9.435,,512 - 1024 g,typical scarid goop,
1498,KIF11_131,3,CH.SORD,Chlorurus sordidus,He,LP.MF,,317.70,249.0,245.0,203.0,31.2,22.1,8.312,,256 - 512 g,typical scarid goop,
1520,KIF11_153,3,CH.SORD,Chlorurus sordidus,He,LP.MF,,43.10,131.0,126.0,105.0,14.6,9.6,5.430,,32 - 64 g,same old scarid shit,
1521,KIF11_154,34,CH.SORD,Chlorurus sordidus,He,HP.LF,,849.50,345.0,330.0,290.0,34.4,27.7,9.730,,512 - 1024 g,scarid mush,
1537,KIF11_170,40,CH.SORD,Chlorurus sordidus,He,HP.MF,,626.30,301.0,298.0,249.0,35.4,23.2,9.291,,512 - 1024 g,typical scarid fucking nastiness,
1539,KIF11_172,35,CH.SORD,Chlorurus sordidus,He,HP.LF,,301.40,240.0,0.0,212.0,23.9,16.6,8.236,,256 - 512 g,scarid goop,
1541,KIF11_174,15,CH.SORD,Chlorurus sordidus,He,LP.LF,,357.40,251.0,0.0,209.0,21.3,19.6,8.481,,256 - 512 g,typical scarid stom,sat out 24 hours before dissection
1543,KIF11_176,15,CH.SORD,Chlorurus sordidus,He,LP.LF,,244.20,221.0,0.0,185.0,22.4,17.6,7.932,,128 - 256 g,,sat out 24 hours before dissection
1556,KIF11_189,35,CH.SORD,Chlorurus sordidus,He,HP.LF,,413.50,271.0,0.0,225.0,29.2,20.5,8.692,,256 - 512 g,,
1589,KIF11_222,15,CH.SORD,Chlorurus sordidus,He,LP.LF,,325.20,251.0,0.0,210.0,28.2,19.1,8.345,,256 - 512 g,scarid shit,
1593,KIF11_226,10,CH.SORD,Chlorurus sordidus,He,LP.LF,,234.00,230.0,0.0,183.0,26.3,18.0,7.870,,128 - 256 g,scarid shit,
1617,KIF11_250,15,CH.SORD,Chlorurus sordidus,He,LP.LF,,341.00,244.0,236.0,203.0,28.8,21.0,8.414,,256 - 512 g,scarid shit,
1622,KIF11_255,40,CH.SORD,Chlorurus sordidus,He,HP.MF,,700.10,318.0,313.0,255.0,36.7,24.8,9.451,,512 - 1024 g,scarid shit,
1624,KIF11_257,40,CH.SORD,Chlorurus sordidus,He,HP.MF,,190.70,200.0,0.0,165.0,23.5,17.0,7.575,,128 - 256 g,scarid shit,
1626,KIF11_259,40,CH.SORD,Chlorurus sordidus,He,HP.MF,,732.90,320.0,317.0,263.0,38.8,28.6,9.517,,512 - 1024 g,scarid shit,
1627,KIF11_260,40,CH.SORD,Chlorurus sordidus,He,HP.MF,,311.40,244.0,0.0,204.0,30.0,20.1,8.283,,256 - 512 g,scarid shit,
1628,KIF11_261,40,CH.SORD,Chlorurus sordidus,He,HP.MF,,776.10,324.0,318.0,261.0,35.0,27.0,9.600,,512 - 1024 g,scarid shit,
1629,KIF11_262,30,CH.SORD,Chlorurus sordidus,He,HP.HF,,453.90,274.0,270.0,228.0,33.8,22.6,8.826,,256 - 512 g,scarid shit,
1632,KIF11_265,3,CH.SORD,Chlorurus sordidus,He,LP.MF,,807.30,332.0,320.0,267.0,41.0,27.3,9.657,,512 - 1024 g,scarid shit,
1633,KIF11_266,3,CH.SORD,Chlorurus sordidus,He,LP.MF,,654.10,323.0,320.0,259.0,40.2,27.2,9.353,,512 - 1024 g,scarid shit,
1649,KIF11_282,3,CH.SORD,Chlorurus sordidus,He,LP.MF,,399.30,259.0,256.0,218.0,30.1,21.1,8.641,,256 - 512 g,scarid shit,
1650,KIF11_283,3,CH.SORD,Chlorurus sordidus,He,LP.MF,,404.10,255.0,0.0,211.0,32.0,19.6,8.659,,256 - 512 g,scarid shit,
1658,KIF11_387,40,CH.SORD,Chlorurus sordidus,He,HP.MF,,40.80,124.0,104.0,0.0,13.2,9.8,5.350,,32 - 64 g,scarid shit,
1659,KIF11_388,40,CH.SORD,Chlorurus sordidus,He,HP.MF,,31.30,118.0,0.0,98.0,12.5,8.3,4.968,,16 - 32 g,scarid shit,
1660,KIF11_389,40,CH.SORD,Chlorurus sordidus,He,HP.MF,,15.60,95.0,0.0,77.0,8.2,6.8,3.963,,8 - 16 g,scarid shit,
1669,KIF11_398,38,CH.SORD,Chlorurus sordidus,He,LP.MF,,390.30,252.0,0.0,210.0,38.7,24.3,8.608,,256 - 512 g,scarid shit,
1670,KIF11_399,38,CH.SORD,Chlorurus sordidus,He,LP.MF,,369.80,263.0,259.0,214.0,33.2,21.0,8.531,,256 - 512 g,scarid shit,
1684,KIF11_413,24,CH.SORD,Chlorurus sordidus,He,LP.MF,,393.40,255.0,255.0,211.0,31.2,23.3,8.620,,256 - 512 g,scarid shit,
1685,KIF11_414,24,CH.SORD,Chlorurus sordidus,He,LP.MF,,236.60,234.0,230.0,195.0,28.6,20.0,7.886,,128 - 256 g,scarid shit,gutshot
1702,KIF11_431,30,CH.SORD,Chlorurus sordidus,He,HP.HF,,456.00,272.0,0.0,238.0,28.6,24.0,8.833,,256 - 512 g,scarid shit,
1704,KIF11_433,30,CH.SORD,Chlorurus sordidus,He,HP.HF,,688.40,326.0,318.0,277.0,38.6,27.0,9.427,,512 - 1024 g,scarid shit,gutshot - lighter
1711,KIF11_439,9,CH.SORD,Chlorurus sordidus,He,HP.MF,,13.50,91.0,0.0,77.0,8.4,6.7,3.755,,8 - 16 g,scarid shit,
1714,KIF11_443,9,CH.SORD,Chlorurus sordidus,He,HP.MF,,9.00,80.0,0.0,68.0,7.5,5.2,3.170,,8 - 16 g,scarid shit,
1718,KIF11_447,30,CH.SORD,Chlorurus sordidus,He,HP.HF,,239.80,223.0,0.0,186.0,24.0,12.5,7.906,,128 - 256 g,scarid shit,
1720,KIF11_449,30,CH.SORD,Chlorurus sordidus,He,HP.HF,,221.10,218.0,0.0,181.0,24.6,12.0,7.789,,128 - 256 g,,
1721,KIF11_450,30,CH.SORD,Chlorurus sordidus,He,HP.HF,,363.40,286.0,0.0,241.0,39.8,20.6,8.505,,256 - 512 g,,
1722,KIF11_451,30,CH.SORD,Chlorurus sordidus,He,HP.HF,,504.30,293.0,0.0,242.0,38.3,24.0,8.978,,256 - 512 g,,
1724,KIF11_453,30,CH.SORD,Chlorurus sordidus,He,HP.HF,,754.50,332.0,323.0,270.0,41.4,20.8,9.559,,512 - 1024 g,,
1731,KIF11_460,9,CH.SORD,Chlorurus sordidus,He,HP.MF,,136.60,191.0,0.0,158.0,21.6,9.7,7.094,,128 - 256 g,,
1736,KIF11_465,9,CH.SORD,Chlorurus sordidus,He,HP.MF,,330.40,250.0,246.0,205.0,29.0,18.8,8.368,,256 - 512 g,,
1750,KIF11_479,10,CH.SORD,Chlorurus sordidus,He,LP.LF,,395.80,263.0,263.0,219.0,33.1,17.2,8.629,,256 - 512 g,,
1751,KIF11_480,10,CH.SORD,Chlorurus sordidus,He,LP.LF,,228.10,222.0,0.0,185.0,25.0,16.0,7.834,,128 - 256 g,,
1753,KIF11_290,10,CH.SORD,Chlorurus sordidus,He,LP.LF,,282.00,237.0,0.0,196.0,26.2,18.6,8.140,,256 - 512 g,,
1754,KIF11_291,10,CH.SORD,Chlorurus sordidus,He,LP.LF,,312.00,250.0,0.0,208.0,28.2,16.8,8.285,,256 - 512 g,,
2345,KIF12.51,8,CH.SORD,Chlorurus sordidus,He,HP.LF,,280.00,239.6,0.0,200.0,60.0,70.5,8.129,NA,256 - 512 g,goop (parrotfish grit),
2362,KIF12.068,25,CH.SORD,Chlorurus sordidus,He,LP.MF,,163.00,225.0,0.0,188.0,21.0,18.2,7.349,NA,128 - 256 g,brown goop,
2395,KIF12.101,40,CH.SORD,Chlorurus sordidus,He,HP.MF,,240.00,258.0,0.0,220.0,30.0,20.5,7.907,NA,128 - 256 g,,
2402,KIF12.108,3,CH.SORD,Chlorurus sordidus,He,LP.MF,,450.00,277.5,0.0,223.0,34.6,23.7,8.814,NA,256 - 512 g,gritty goo,
2403,KIF12.109,3,CH.SORD,Chlorurus sordidus,He,LP.MF,,171.00,208.0,0.0,165.0,23.0,15.5,7.418,NA,128 - 256 g,yellow/brown goo,
2404,KIF12.110,3,CH.SORD,Chlorurus sordidus,He,LP.MF,,260.00,242.0,0.0,197.0,27.3,17.0,8.022,NA,256 - 512 g,gritty snot,
2405,KIF12.111,40,CH.SORD,Chlorurus sordidus,He,HP.MF,,700.00,323.0,0.0,274.0,37.9,29.0,9.451,NA,512 - 1024 g,green goop,
2467,KIF12.173,40,CH.SORD,Chlorurus sordidus,He,HP.MF,,255.00,232.0,0.0,200.0,23.4,19.3,7.994,,128 - 256 g,green-brown goop,
2488,KIF12.194,19,CH.SORD,Chlorurus sordidus,He,LP.LF,,240.00,240.0,0.0,195.0,29.5,20.0,7.907,,128 - 256 g,,
2549,KIF12.255,15,CH.SORD,Chlorurus sordidus,He,LP.LF,,200.00,224.0,0.0,184.0,26.5,15.8,7.644,,128 - 256 g,,
2550,KIF12.256,15,CH.SORD,Chlorurus sordidus,He,LP.LF,,210.00,217.0,0.0,194.0,17.7,14.6,7.714,,128 - 256 g,parrotfish shit ,fragmented otoliths
2560,KIF12.266,8,CH.SORD,Chlorurus sordidus,He,HP.LF,,33.40,121.5,,89.4,12.6,12.9,5.062,,32 - 64 g,green goop,
2569,KIF12.275,8,CH.SORD,Chlorurus sordidus,He,HP.LF,,32.00,120.8,0.0,99.6,14.6,9.8,5.000,,16 - 32 g,green mush,
2644,KIF12.350,25,CH.SORD,Chlorurus sordidus,He,LP.MF,,173.10,208.0,0.0,181.0,20.7,14.4,7.435,,128 - 256 g,,
2645,KIF12.351,25,CH.SORD,Chlorurus sordidus,He,LP.MF,,80.50,163.0,0.0,137.7,19.2,11.9,6.331,,64 - 128 g,parrotfish shit,
2646,KIF12.352,25,CH.SORD,Chlorurus sordidus,He,LP.MF,,99.80,170.2,0.0,143.1,22.4,18.7,6.641,,64 - 128 g,parrot shit,
1922,KIF11_555,40,CH.MARG,Chromis margaritifer,ZP,HP.MF,,11.60,83.4,74.4,63.1,6.2,6.0,3.536,,8 - 16 g,crustacean remains,*
1925,KIF11_558,40,CH.MARG,Chromis margaritifer,ZP,HP.MF,,6.50,70.6,63.3,55.9,6.3,6.1,2.700,,4 - 8 g,crustacean remains,*
1233,CHRVAN001,3,CH.VAND,Chromis vanderbilti,ZP,LP.MF,,1.10,38.8,,30.2,3.5,2.5,0.138,NA,1 - 2 g,NA,NA
1919,KIF11_552,40,CH.VAND,Chromis vanderbilti,ZP,HP.MF,,1.40,44.9,41.0,34.7,3.9,2.7,0.485,,1 - 2 g,digesting crustaceans,"*, whole (drided)"
1920,KIF11_553,40,CH.VAND,Chromis vanderbilti,ZP,HP.MF,,1.90,48.0,43.0,37.2,4.1,3.5,0.926,,1 - 2 g,crustaceans,"*, whole"
1924,KIF11_557,40,CH.VAND,Chromis vanderbilti,ZP,HP.MF,,0.20,26.8,23.4,20.5,3.2,3.2,-2.322,,0.125 - 0.25 g,crustacean remains,"*, whole"
1949,KIF11_582,40,CH.VAND,Chromis vanderbilti,ZP,HP.MF,,1.70,45.8,42.8,39.0,3.7,3.4,0.766,,1 - 2 g,tail broken,
1951,KIF11_584,40,CH.VAND,Chromis vanderbilti,ZP,HP.MF,,2.10,47.5,45.5,40.8,4.0,3.2,1.070,,2 - 4 g,tail broken,
1952,KIF11_585,40,CH.VAND,Chromis vanderbilti,ZP,HP.MF,,1.50,38.4,37.2,34.8,3.6,3.4,0.585,,1 - 2 g,tail broken,
1953,KIF11_586,40,CH.VAND,Chromis vanderbilti,ZP,HP.MF,,1.30,37.4,36.1,34.1,3.8,3.4,0.379,,1 - 2 g,tail broken,
1954,KIF11_587,40,CH.VAND,Chromis vanderbilti,ZP,HP.MF,,1.80,46.6,42.7,38.3,3.7,3.3,0.848,,1 - 2 g,tail broken,
1956,KIF11_589,40,CH.VAND,Chromis vanderbilti,ZP,HP.MF,,0.70,33.1,31.2,27.9,3.1,2.7,-0.515,,0.5 - 1 g,tail broken,
1957,KIF11_590,40,CH.VAND,Chromis vanderbilti,ZP,HP.MF,,0.60,33.5,31.3,28.1,3.4,2.9,-0.737,,0.5 - 1 g,,
1958,KIF11_591,40,CH.VAND,Chromis vanderbilti,ZP,HP.MF,,1.50,40.3,38.8,34.8,3.2,2.7,0.585,,1 - 2 g,tail broken,
1959,KIF11_592,40,CH.VAND,Chromis vanderbilti,ZP,HP.MF,,1.40,41.2,37.9,33.9,3.4,3.2,0.485,,1 - 2 g,,
1962,KIF11_595,,CH.VAND,Chromis vanderbilti,ZP,,,1.80,46.1,0.0,41.6,3.4,2.1,0.848,,1 - 2 g,whole stomach retained,tail broken
1963,KIF11_596,,CH.VAND,Chromis vanderbilti,ZP,,,1.70,45.9,39.5,34.3,4.2,2.7,0.766,,1 - 2 g,whole stomach retained,
1964,KIF11_597,,CH.VAND,Chromis vanderbilti,ZP,,,1.80,47.4,40.7,37.4,3.7,3.4,0.848,,1 - 2 g,whole stomach retained,
1965,KIF11_598,,CH.VAND,Chromis vanderbilti,ZP,,,1.50,0.0,41.2,35.3,3.4,2.2,0.585,,1 - 2 g,whole stomach retained,tail broken
1966,KIF11_599,,CH.VAND,Chromis vanderbilti,ZP,,,1.70,0.0,0.0,42.3,3.6,2.7,0.766,,1 - 2 g,whole stomach retained,tail broken
1967,KIF11_600,,CH.VAND,Chromis vanderbilti,ZP,,,1.90,0.0,0.0,37.0,3.5,3.0,0.926,,1 - 2 g,"gut shot, no sample taken",tail broken
1968,KIF11_601,,CH.VAND,Chromis vanderbilti,ZP,,,1.20,0.0,0.0,31.3,3.9,2.7,0.263,,1 - 2 g,whole stomach retained,tail broken
1969,KIF11_602,,CH.VAND,Chromis vanderbilti,ZP,,,0.60,0.0,30.1,26.9,2.3,1.7,-0.737,,0.5 - 1 g,whole stomach retained,tail broken
1970,KIF11_603,,CH.VAND,Chromis vanderbilti,ZP,,,0.40,28.8,25.2,22.1,2.3,1.0,-1.322,,0.25 - 0.5 g,whole stomach retained,
1972,KIF11_605,38,CH.VAND,Chromis vanderbilti,ZP,LP.MF,,1.40,0.0,41.1,35.2,3.2,2.9,0.485,,1 - 2 g,whole stomach retained,tail broken
1973,KIF11_606,38,CH.VAND,Chromis vanderbilti,ZP,LP.MF,,1.50,0.0,0.0,34.5,3.4,3.1,0.585,,1 - 2 g,"gut shot, no sample taken",
1974,KIF11_607,38,CH.VAND,Chromis vanderbilti,ZP,LP.MF,,1.80,0.0,0.0,36.3,3.4,2.3,0.848,,1 - 2 g,whole stomach retained,tail broken
1975,KIF11_608,38,CH.VAND,Chromis vanderbilti,ZP,LP.MF,,1.70,0.0,40.5,34.3,3.2,2.0,0.766,,1 - 2 g,whole stomach retained,tail broken
1976,KIF11_609,38,CH.VAND,Chromis vanderbilti,ZP,LP.MF,,0.40,0.0,0.0,24.7,2.1,1.3,-1.322,,0.25 - 0.5 g,"gut shot, no sample taken",tail broken
1977,KIF11_610,38,CH.VAND,Chromis vanderbilti,ZP,LP.MF,,0.60,0.0,0.0,24.1,2.0,1.5,-0.737,,0.5 - 1 g,whole stomach retained,tail broken
1979,KIF11_612,15,CH.VAND,Chromis vanderbilti,ZP,LP.LF,,2.20,51.2,43.2,37.3,3.9,2.3,1.138,,2 - 4 g,whole stomach retained,
1980,KIF11_613,15,CH.VAND,Chromis vanderbilti,ZP,LP.LF,,1.50,0.0,0.0,34.9,3.1,2.2,0.585,,1 - 2 g,whole stomach retained,tail broken
1981,KIF11_614,15,CH.VAND,Chromis vanderbilti,ZP,LP.LF,,2.20,0.0,46.6,40.7,3.5,3.2,1.138,,2 - 4 g,whole stomach retained,tail broken
1982,KIF11_615,15,CH.VAND,Chromis vanderbilti,ZP,LP.LF,,2.10,49.9,45.0,37.5,3.1,2.8,1.070,,2 - 4 g,whole stomach retained,
1983,KIF11_616,15,CH.VAND,Chromis vanderbilti,ZP,LP.LF,,2.00,49.6,44.3,37.1,3.3,2.1,1.000,,1 - 2 g,whole stomach retained,
1984,KIF11_617,15,CH.VAND,Chromis vanderbilti,ZP,LP.LF,,1.30,41.8,37.7,31.1,2.6,1.7,0.379,,1 - 2 g,whole stomach retained,
1985,KIF11_618,15,CH.VAND,Chromis vanderbilti,ZP,LP.LF,,0.30,0.0,20.5,22.2,1.8,1.0,-1.737,,0.25 - 0.5 g,whole stomach retained,tail broken
1986,KIF11_619,15,CH.VAND,Chromis vanderbilti,ZP,LP.LF,,0.40,0.0,0.0,22.0,1.5,0.9,-1.322,,0.25 - 0.5 g,whole stomach retained,tail broken
1988,KIF11_621,15,CH.VAND,Chromis vanderbilti,ZP,LP.LF,,0.30,0.0,0.0,21.2,1.9,1.0,-1.737,,0.25 - 0.5 g,whole stomach retained,tail broken
1990,KIF11_623,30,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,1.60,0.0,0.0,35.0,2.5,1.7,0.678,,1 - 2 g,whole stomach retained,tail broken
1991,KIF11_624,30,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,1.70,0.0,41.8,37.5,3.1,2.9,0.766,,1 - 2 g,whole stomach retained,tail broken
1992,KIF11_625,30,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,0.80,0.0,30.2,27.7,3.9,2.2,-0.322,,0.5 - 1 g,whole stomach retained,tail broken
1993,KIF11_626,30,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,1.70,0.0,0.0,35.4,4.2,3.4,0.766,,1 - 2 g,whole stomach retained,tail broken
1994,KIF11_627,30,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,1.20,0.0,0.0,31.2,3.4,2.1,0.263,,1 - 2 g,whole stomach retained,tail broken
1995,KIF11_628,30,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,1.60,0.0,0.0,34.6,2.8,2.2,0.678,,1 - 2 g,whole stomach retained,tail broken
1996,KIF11_629,30,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,1.30,43.0,39.2,33.5,3.2,1.8,0.379,,1 - 2 g,whole stomach retained,
1997,KIF11_630,30,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,0.80,0.0,0.0,28.1,2.2,2.0,-0.322,,0.5 - 1 g,whole stomach retained,tail broken
1998,KIF11_631,30,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,0.80,0.0,33.1,27.4,2.7,2.1,-0.322,,0.5 - 1 g,whole stomach retained,tail broken
1999,KIF11_632,30,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,0.70,0.0,29.7,24.9,3.0,2.1,-0.515,,0.5 - 1 g,whole stomach retained,tail broken
2000,KIF11_633,30,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,0.90,39.1,32.3,28.6,3.0,1.2,-0.152,,0.5 - 1 g,whole stomach retained,
2001,KIF11_634,30,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,0.90,0.0,0.0,29.5,3.0,2.1,-0.152,,0.5 - 1 g,whole stomach retained,tail broken
2002,KIF11_635,30,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,0.70,0.0,0.0,23.5,2.0,1.2,-0.515,,0.5 - 1 g,whole stomach retained,tail broken
2003,KIF11_636,30,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,0.70,0.0,0.0,26.7,2.2,1.4,-0.515,,0.5 - 1 g,whole stomach retained,tail broken
2004,KIF11_637,30,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,0.60,0.0,0.0,28.6,2.7,1.7,-0.737,,0.5 - 1 g,whole stomach retained,tail broken
2017,KIF11_1058,10,CH.VAND,Chromis vanderbilti,ZP,LP.LF,,0.90,38.7,30.7,27.0,3.6,2.3,-0.152,,0.5 - 1 g,whole stomach retained,
2018,KIF11_1059,27,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,1.60,0.0,36.5,31.8,3.5,1.8,0.678,,1 - 2 g,whole stomach retained,tail broken
2019,KIF11_1060,27,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,1.80,0.0,40.6,35.2,3.4,2.3,0.848,,1 - 2 g,whole stomach retained,tail broken
2020,KIF11_1061,27,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,1.90,47.7,43.0,36.6,3.0,2.2,0.926,,1 - 2 g,whole stomach retained,
2021,KIF11_1062,27,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,2.40,0.0,43.7,37.3,3.1,2.9,1.263,,2 - 4 g,whole stomach retained,tail broken
2022,KIF11_1063,27,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,1.20,40.7,35.4,31.7,3.0,2.1,0.263,,1 - 2 g,whole stomach retained,
2027,KIF11_1068,27,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,1.30,44.0,39.5,32.9,2.9,2.0,0.379,,1 - 2 g,whole stomach retained,
2032,KIF11_1073,30,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,2.00,0.0,0.0,37.2,3.8,2.3,1.000,,1 - 2 g,whole stomach retained,tail broken
2042,KIF11_1083,27,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,1.50,0.0,0.0,35.0,3.0,2.1,0.585,,1 - 2 g,whole stomach retained,tail broken
2043,KIF11_1084,27,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,1.20,42.0,36.5,31.6,2.9,2.0,0.263,,1 - 2 g,whole stomach retained,
2044,KIF11_1085,27,CH.VAND,Chromis vanderbilti,ZP,HP.HF,,0.30,0.0,0.0,24.9,2.0,1.0,-1.737,,0.25 - 0.5 g,whole stomach retained,tail broken
1366,CI.OXYC001,30,CI.OXYC,Cirrhitichthys oxycephalus,BI,HP.HF,,4.50,64.2,0.0,52.7,7.0,5.4,2.170,NA,4 - 8 g,NA,needs to be ID'd
1368,KIF11_001,34,CT.MARG,Ctenochaetus marginatus,De,HP.LF,,144.40,205.0,179.0,154.0,20.9,16.5,7.174,,128 - 256 g,typical Acanthurid grit w/ bits of crustacean carapace,date of processing not certain
1369,KIF11_002,34,CT.MARG,Ctenochaetus marginatus,De,HP.LF,,207.60,224.0,196.0,162.0,23.8,15.1,7.698,,128 - 256 g,Acanthurid grit and goop,date of processing not certain
1374,KIF11_007,34,CT.MARG,Ctenochaetus marginatus,De,HP.LF,,230.70,242.0,211.0,175.0,26.8,15.6,7.850,,128 - 256 g,Acanthurid grit w/ possible fine bits (pink) of crustacean carapace,date of processing not certain
1386,KIF11_019,34,CT.MARG,Ctenochaetus marginatus,De,HP.LF,,20.70,105.0,96.0,79.0,13.4,9.7,4.372,,16 - 32 g,unidentifiable goop,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018"
1393,KIF11_026,35,CT.MARG,Ctenochaetus marginatus,De,HP.LF,,129.80,200.0,175.0,146.0,22.3,18.5,7.020,,128 - 256 g,unidentifiable grainy bits (turf?),"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018"
1401,KIF11_034,9,CT.MARG,Ctenochaetus marginatus,De,HP.MF,,90.00,182.0,158.0,132.0,19.0,18.8,6.492,,64 - 128 g,empty,sat out on ice for 36 hours before dissection
1422,KIF11_055,27,CT.MARG,Ctenochaetus marginatus,De,HP.HF,,95.80,174.0,155.0,128.0,15.0,13.0,6.582,,64 - 128 g,UI'd gut of green tinge (algae?),
1432,KIF11_065,30,CT.MARG,Ctenochaetus marginatus,De,HP.HF,,32.90,125.0,110.0,91.0,12.6,11.0,5.040,,32 - 64 g,typical Acanthurid grid - all UI ,?multifasciatus
1446,KIF11_079,3,CT.MARG,Ctenochaetus marginatus,De,LP.MF,,162.80,214.0,189.0,159.0,24.2,17.9,7.347,,128 - 256 g,unrecognizable gut,
1447,KIF11_080,3,CT.MARG,Ctenochaetus marginatus,De,LP.MF,,169.60,220.0,194.0,163.0,24.4,18.5,7.406,,128 - 256 g,typical Acanthurid gut,
1448,KIF11_081,3,CT.MARG,Ctenochaetus marginatus,De,LP.MF,,182.60,222.0,194.0,167.0,21.1,16.8,7.513,,128 - 256 g,typical Acanthurid gut w/ no recognizable bits,
1449,KIF11_082,3,CT.MARG,Ctenochaetus marginatus,De,LP.MF,,174.10,222.0,195.0,164.0,25.4,20.0,7.444,,128 - 256 g,typical Acanthurid gut w/ no recognizable bits,
1461,KIF11_094,35,CT.MARG,Ctenochaetus marginatus,De,HP.LF,,232.20,235.0,205.0,170.0,25.0,18.0,7.859,,128 - 256 g,Acanthurid goo w/crustacean crumbs,
1466,KIF11_099,35,CT.MARG,Ctenochaetus marginatus,De,HP.LF,,158.40,215.0,190.0,155.0,18.4,15.9,7.307,,128 - 256 g,typical Acarithund grit,
1471,KIF11_104,15,CT.MARG,Ctenochaetus marginatus,De,LP.LF,,237.10,231.0,208.0,173.0,25.2,20.2,7.889,,128 - 256 g,"grit, unrecognizable food",
1472,KIF11_105,15,CT.MARG,Ctenochaetus marginatus,De,LP.LF,,257.40,244.0,217.0,286.0,22.5,20.3,8.008,,256 - 512 g,"grit, unrecognizable food",
1473,KIF11_106,19,CT.MARG,Ctenochaetus marginatus,De,LP.LF,,293.80,265.0,234.0,193.0,30.2,23.0,8.199,,256 - 512 g,"grit, unrecognizable food",
1475,KIF11_108,19,CT.MARG,Ctenochaetus marginatus,De,LP.LF,,194.60,222.0,187.0,167.0,39.3,28.0,7.604,,128 - 256 g,"grit, no recognizable food",
1484,KIF11_117,27,CT.MARG,Ctenochaetus marginatus,De,HP.HF,,116.70,187.0,166.0,140.0,20.9,15.2,6.867,,64 - 128 g,acanthurid gut,
